Unia,mara-du,genus,loga-asal,Latine,linke,Engle,Frans,Espanya,Arab,Hindu,putung Han,Nipon
,,,,,,"improbable, unlikely",,,,,,
,,,,,,impurity,,,,,,
,,,,,,in unison,,,,,,
,,,,,,inaction (omission),,,,,,
,,,,,,inalienable,,,,,,
,,,,,,incapacitate,,,,,,
,,,,,,incidentally,,,,,,
,,,,,,"inclination, slope, slant, bias, lean, list",,,,,,
,,,,,,incomparable,,,,,,
,,,,,,incomprehensible (unintelligible),,,,,,
,,,,,,incorporeal,,,,,,
,,,,,,increase,,,,,,
,,,,,,increment,,,,,,
,,,,,,indefinite article,,,,,,
,,,,,,"independent (self-reliant, self-standing)",,,,,,
,,,,,,indepent (autonomous),,,,,,
,,,,,,individualism,,,,,,
,,,,,,industrialization,,,,,,
,,,,,,industry,,,,,,
,,,,,,inexplicable,,,,,,
,2,,,,,infinite,,,,,,
,2,,,,,"infinitessimal, infinitely small",,,,,,
,,,,,,inflamation (-itis),,,,,,
,,,,,,information,,,,,,
,,,,,,informative,,,,,,
,,,,,,infrared light,,,,,,
,,,,,,ingenuity,,,,,,
,,,,,,inherent (intrinsic),,,,,,
,,,,,,inhuman (inhumane),,,,,,
,,,,,,inhumane,,,,,,
,,,,,,ink drawing,,,,,,
,,,,,,innocent (not guilty),,,,,,
,,,,,,inquisitive,,,,,,
,,,,,,insane (mental illness),,,,,,
,,,,,,insert,,,,,,
,,,,,,inside of (including),,,,,,
,,,,,,interact,,,,,,
,,,,,,interchangeable,,,,,,
,,,,,,interface,,,,,,
,,,,,,"interfere (intervene, meddle)",,,,,,
,,,,,,"intestines (entrails, guts, bowels, viscera)",,,,,,
,,,,,,into,,,,,,
,,,,,,introduction (presentation),,,,,,
,,,,,,inuqisitive,,,,,,
,,,,,,invade,,,,,,
,,,,,,"invasion (incursion, raid)",,,,,,
,,,,,,invasive species (introduced species),,,,,,
,,,,,,investment,,,,,,
,,,,,,invitation,,,,,,
,,,,,,"involve (relate to, have to do with)",,,,,,
,,,,,,iron age,,,,,,
,,,,,,"irrational (unreasonable, arbitrary)",,,,,,
,,,,,,irresponsible (careless),,,,,,
,,,,,,irritating,,,,,,
,,,,,,isolate,,,,,,
,,,,,,isolated,,,,,,
,,,,,,isolationism,,,,,,
,,,,,,isolationist,,,,,,
,,,,,,Istanbul,,,,,,
,,,,,,ivory (tusk),,,,,,
,,,,,,janitor,,,,,,
,,,,,,jasmine tea,,,,,,
,,,,,,jazz,,,,,,
,,,,,,jelly,,,,,,
,,,,,,"jellyfish, seajelly",,,,,,
,,,,,,jewelry,,,,,,
,,,,,,jigsaw puzzle,,,,,,
,,,,,,judgemental,,,,,,
,3,,,,,judokan,,,,,,
,,,,,,just about to,,,,,,
,,,,,,just now (only just),,,,,,
,,,,,,kaleidoscope,,,,,,
,,,,,,karma,,,,,,
,,,,,,"kerosene (paraffin, lamp oil, jet fuel)",,,,,,
,,,,,,key (legend),,,,,,
,,,,,,keystone,,,,,,
,,,,,,kilometer per hour,,,,,,
,,,,,,kilowatt,,,,,,
,,,,,,kilowatt-hour,,,,,,
,,,,,,"knowing (knowledgeable, savvy, well-informed)",,,,,,
,3,,,,,labiodental,,,,,,
,,,,,,"land (alight, touch down, be incident)",,,,,,
,,,,,,"landlord, lessor",,,,,,
,,,,,,last resort,,,,,,
,,,,,,last-minute,,,,,,
,,,,,,laundry detergent,,,,,,
,,,,,,"lava, magma",,,,,,
,,,,,,lawyer,,,,,,
,,,,,,league (legua),,,,,,
,,,,,,leaseholder (lessee),,,,,,
,,,,,,leather,,,,,,
,,,,,,leatherworker,,,,,,
,,,,,,legally,,,,,,
,3,,,,,lehua,,,,,,
,,,,,,librarian,,,,,,
,,,,,,lick,,,,,,
,,,,,,lick seal,,,,,,
,,,,,,lightbulb,,,,,,
,,,,,,lightyear,,,,,,
,,,,,,line art,,,,,,
,,,,,,liquid consonant,,,,,,
,,,,,,list element,,,,,,
,,,,,,list element,,,,,,
,,,,,,literary,,,,,,
,,,,,,"lively, animated",,,,,,
,,,,,,liver,,,,,,
,,,,,,loan (debt),,,,,,
,,,,,,"lobby, waiting room",,,,,,
,,,,,,lodestar,,,,,,
,,,,,,"log in, sign in, log on",,,,,,
,,,,,,"log out, sign out",,,,,,
,,,,,,"logo (logogram, word art)",,,,,,
,,,,,,logography,,,,,,
,,,,,,lokelani,,,,,,
,,,,,,loner (singlet),,,,,,
,,,,,,"long ago, in the distant past",,,,,,
,,,,,,look around,,,,,,
,,,,,,look forward to (anticipate),,,,,,
,3,,,,,loose leaf tea,,,,,,
,2,,,,,loser,,,,,,
,2,,,,,lottery,,,,,,
,2,,,,,lottery ticket,,,,,,
,2,,,,,louse,,,,,,
,2,,,,,low tide,,,,,,
,2,,,,,lowercase letter (miniscule letter),,,,,,
,2,,,,,lunar eclipse,,,,,,
,2,,,,,lynx,,,,,,
,2,,,,,lyrics,,,,,,
,3,,,,,macron,,,,,,
,3,,,,,macroscopic,,,,,,
,,,,,,"magazine (ammunition storehouse, ammunition holder)",,,,,,
,,,,,,magnetic force,,,,,,
,,,,,,magnifying glass,,,,,,
,,,,,,mainland,,,,,,
,,,,,,major (course),,,,,,
,,,,,,make a bed,,,,,,
,,,,,,"make a mistake (mess up, err)",,,,,,
,,,,,,"mall, promenade",,,,,,
,,,,,,mansion (large house),,,,,,
,,,,,,mansion (palace),,,,,,
,,,,,,"marketer, salesman",,,,,,
,,,,,,marzipan,,,,,,
,,,,,,masseuse,,,,,,
,,,,,,matcha,,,,,,
,,,,,,material science,,,,,,
,,,,,,matter,,,,,,
,,,,,,mausoleum,,,,,,
,,,,,,maximize,,,,,,
,,,,,,may,,,,,,
,,,,,,may not,,,,,,
,,,,,,"measure (measurement, metric)",,,,,,
,,,,,,"measuring device (meter, instrument)",,,,,,
,,,,,,mechanical engineering,,,,,,
,,,,,,mechanics (dynamics),,,,,,
,,,,,,"mechanism (mechanical, analog)",,,,,,
,,,,,,"media (content, movies, books, video games, etc.)",,,,,,
,,,,,,media (mass media),,,,,,
,,,,,,medication,,,,,,
,,,,,,meeting room,,,,,,
,,,,,,melt (be liquified),,,,,,
,,,,,,melt (dissolve),,,,,,
,,,,,,"melting (dissolution, digestion)",,,,,,
,,,,,,merciful,,,,,,
,,,,,,mercy,,,,,,
,,,,,,message,,,,,,
,,,,,,metalworking,,,,,,
,,,,,,methane,,,,,,
,,,,,,miasma,,,,,,
,,,,,,microscopic,,,,,,
,,,,,,microwave oven,,,,,,
,,,,,,microwaves,,,,,,
,,,,,,middle school,,,,,,
,,,,,,middle school (intermediate school),,,,,,
,,,,,,middle schooler,,,,,,
,,,,,,midnight,,,,,,
,,,,,,migraine,,,,,,
,,,,,,mile per hour,,,,,,
,,,,,,miliampere,,,,,,
,,,,,,militant,,,,,,
,,,,,,milk chocolate,,,,,,
,,,,,,milk tea,,,,,,
,,,,,,millions,,,,,,
,,,,,,millions of,,,,,,
,,,,,,millitarism,,,,,,
,,,,,,millitarist,,,,,,
,,,,,,"mimic (imitate, copy)",,,,,,
,,,,,,mimosa,,,,,,
,,,,,,"mine, landmine",,,,,,
,,,,,,"mine, mineshaft",,,,,,
,,,,,,miner,,,,,,
,,,,,,mineral oil,,,,,,
,,,,,,mineral water,,,,,,
,,,,,,"mineral, ore",,,,,,
,,,,,,minimize,,,,,,
,,,,,,minor (secondary course of study),,,,,,
,,,,,,mint tea,,,,,,
,,,,,,minus,,,,,,
,,,,,,mirror symmetry,,,,,,
,,,,,,misdemeanor,,,,,,
,,,,,,mnemonic device,,,,,,
,,,,,,mob (riot),,,,,,
,,,,,,mobile,,,,,,
,,,,,,"model (similarity, simulation)",,,,,,
,,,,,,"moment, instant",,,,,,
,,,,,,monk,,,,,,
,,,,,,mononymous,,,,,,
,,,,,,monophasic sleep,,,,,,
,,,,,,mortal,,,,,,
,,,,,,mosaic (tessellation),,,,,,
,,,,,,motion (travel),,,,,,
,,,,,,move (change residences),,,,,,
,,,,,,"move (mobilize, stimulate, promote, encourage)",,,,,,
,,,,,,"move (transfer, send)",,,,,,
,,,,,,"movement (motion, kinesis, excitement)",,,,,,
,,,,,,much less,,,,,,
,,,,,,much more,,,,,,
,,,,,,multiply,,,,,,
,,,,,,mural,,,,,,
,,,,,,musical instrument,,,,,,
,,,,,,musician,,,,,,
,,,,,,mutable,,,,,,
,,,,,,mutual trust (confidence),,,,,,
,,,,,,"mutual, reciprocal",,,,,,
,,,,,,"mystery, enigma",,,,,,
,,,,,,"n. (finance) stock, shares",,,,,,
,,,,,,n. addiction,,,,,,
,,,,,,n. addictive substance; a. addictive,,,,,,
,,,,,,n. album,,,,,,
,,,,,,n. ambassador,,,,,,
,,,,,,"n. announcement, advertisement, alert, proclamation",,,,,,
,,,,,,"n. bacterium, bacteria",,,,,,
,3,,,,,n. barn (unit of area),,,,,,
,2,,,,,"n. barn, stable",,,,,,
,,,,,,"n. bound book, codex",,,,,,
,,,,,,n. bulb (botany),,,,,,
,3,,,,,n. cesspool,,,,,,
,3,,,,,"n. convergent strabismus, estropia, cross-eye",,,,,,
,,,,,,n. coordinate system,,,,,,
,,,,,,"n. coronation, enthronement",,,,,,
,,,,,,n. curtain,,,,,,
,,,,,,n. dislike,,,,,,
,3,,,,,"n. divergent strabismus, extropia, lazy-eye, wall-eye",,,,,,
,,,,,,n. embassy,,,,,,
,2,,,,,n. first impression,,,,,,
,2,,,,,n. gene; a. genetic,,,,,,
,,,,,,n. germ,,,,,,
,,,,,,"n. gullet, esophagus",,,,,,
,,,,,,n. honeycomb,,,,,,
,,,,,,n. humidity,,,,,,
,,,,,,"n. idea, concept; a. conceptual; tr.v. think of, come up with; understand, conceptualize",,,,,,
,,,,,,n. inauguration,,,,,,
,,,,,,n. like,,,,,,
,,,,,,"n. loan, lease",,,,,,
,,,,,,"n. montage; tr.v. mount, install; assemble, put together",,,,,,
,,,,,,"n. nail, fingernail, toenail; claw, talon; hoof; pick, plectrum",,,,,,
,,,,,,n. neck; throat,,,,,,
,,,,,,"n. obstacle, challenge, opponent; tr.v. oppose, challenge",,,,,,
,,,,,,n. organism,,,,,,
,,,,,,n. paradox,,,,,,
,,,,,,"n. partner, mate",,,,,,
,,,,,,n. prescription; tr.v. prescribe,,,,,,
,,,,,,"n. rent, lease",,,,,,
,2,,,,,"n. review, critique, evaluation, rating; tr.v. review, critique, evaluate, rate",,,,,,
,,,,,,n. rust; intr.v. rust,,,,,,
,,,,,,n. Samaritan people,,,,,,
,,,,,,"n. scroll, roll",,,,,,
,,,,,,"n. server, waiter, waitress",,,,,,
,,,,,,"n. share, portion",,,,,,
,,,,,,n. slideshow,,,,,,
,,,,,,n. song,,,,,,
,3,,,,,n. sortition,,,,,,
,,,,,,n. staple,,,,,,
,3,,,,,"n. strabismus, squint",,,,,,
,,,,,,"n. string, rope, cord, cable",,,,,,
,,,,,,n. tantrum; intr.v. throw a tantrum,,,,,,
,,,,,,"n. traffic congestion, traffic jam, traffic",,,,,,
,,,,,,"n. trouble, worry",,,,,,
,,,,,,n. tuber,,,,,,
,,,,,,"n. vase, pot, urn",,,,,,
,2,,,,,n. virgin,,,,,,
,2,,,,,n. virginity,,,,,,
,,,,,,n. windpipe,,,,,,
,,,,,,"n. wipe, rag, cleaning cloth",,,,,,
,,,,,,nagivate (wayfind),,,,,,
,,,,,,Napoleonic wars,,,,,,
,,,,,,nasal consonant,,,,,,
,,,,,,national park,,,,,,
,,,,,,national treasure,,,,,,
,,,,,,nationality,,,,,,
,,,,,,nationalized,,,,,,
,,,,,,natural disaster,,,,,,
,,,,,,natural gas,,,,,,
,,,,,,natural process,,,,,,
,,,,,,natural resources,,,,,,
,,,,,,nature,,,,,,
,,,,,,Nauru,,,,,,
,,,,,,nautical chart,,,,,,
,,,,,,nautical mile,,,,,,
,,,,,,navigation (orienteering),,,,,,
,,,,,,navigator,,,,,,
,,,,,,navigator,,,,,,
,,,,,,navy blue,,,,,,
,,,,,,neap tide,,,,,,
,,,,,,negative,,,,,,
,,,,,,negative pole,,,,,,
,,,,,,neighbor,,,,,,
,,,,,,neo-colonialism,,,,,,
,,,,,,neo-conservatism,,,,,,
,,,,,,neo-liberalism,,,,,,
,,,,,,neolithic period,,,,,,
,,,,,,nephew,,,,,,
,,,,,,nervous system,,,,,,
,,,,,,neutral,,,,,,
,,,,,,neutral,,,,,,
,,,,,,never (not once),,,,,,
,,,,,,new moon,,,,,,
,,,,,,New York City,,,,,,
,3,,,,,New York Metro,,,,,,
,,,,,,newsletter,,,,,,
,,,,,,newsprint,,,,,,
,,,,,,"next (following, succeeding, trailing)",,,,,,
,,,,,,nichrome,,,,,,
,,,,,,niece,,,,,,
,,,,,,ninja,,,,,,
,,,,,,"niter (saltpeter, potassium nitrate)",,,,,,
,,,,,,"nonromantic, platonic",,,,,,
,,,,,,"nonsense, gibberish; a. nonsensical, meaningless, insignificant",,,,,,
,,,,,,not at all,,,,,,
,,,,,,nuclear fission reactor,,,,,,
,,,,,,nuclear fusion reactor,,,,,,
,,,,,,nuclear reaction,,,,,,
,,,,,,nudity,,,,,,
,,,,,,numb (asleep),,,,,,
,,,,,,numbness (pins and needles),,,,,,
,,,,,,nun,,,,,,
,,,,,,nursery (creche),,,,,,
,,,,,,"object, item, article",,,,,,
,,,,,,objective (absolute),,,,,,
,,,,,,oboe,,,,,,
,,,,,,obscure (little-known),,,,,,
,,,,,,"obselete (deprecated, disused)",,,,,,
,,,,,,obsessed,,,,,,
,,,,,,obsession,,,,,,
,,,,,,obsessive,,,,,,
,,,,,,obvious,,,,,,
,,,,,,occasionally (sometimes),,,,,,
,,,,,,ocher,,,,,,
,,,,,,offline,,,,,,
,,,,,,oligarchy,,,,,,
,,,,,,olive green,,,,,,
,,,,,,omnipotent (all-powerful),,,,,,
,,,,,,omnipresent,,,,,,
,,,,,,omniscient (all-knowing),,,,,,
,,,,,,on second thought,,,,,,
,,,,,,on the other hand,,,,,,
,,,,,,one's own,,,,,,
,,,,,,online,,,,,,
,,,,,,open parenthesis,,,,,,
,,,,,,opposition (backlash),,,,,,
,,,,,,oppress,,,,,,
,,,,,,optimize,,,,,,
,,,,,,optometry,,,,,,
,,,,,,orbit (revolution),,,,,,
,,,,,,orchestra,,,,,,
,,,,,,ordinal,,,,,,
,,,,,,organ (anatomy),,,,,,
,,,,,,organ (instrument),,,,,,
,,,,,,"organization (structure, architecture)",,,,,,
,,,,,,"organization, institution, club, society, association, group",,,,,,
,,,,,,orthodontist,,,,,,
,,,,,,oscilloscope,,,,,,
,,,,,,otherwise (else),,,,,,
,,,,,,otter,,,,,,
,,,,,,ounce,,,,,,
,,,,,,out of,,,,,,
,,,,,,ovary,,,,,,
,,,,,,over,,,,,,
,,,,,,overconfident,,,,,,
,,,,,,overestimate,,,,,,
,,,,,,overflow,,,,,,
,,,,,,ovum (egg cell),,,,,,
,,,,,,ozone,,,,,,
,,,,,,paint,,,,,,
,,,,,,painting,,,,,,
,,,,,,"pair (doublet, couple)",,,,,,
,,,,,,pan,,,,,,
,,,,,,paper money,,,,,,
,,,,,,paradise (heaven),,,,,,
,,,,,,parallel,,,,,,
,,,,,,parapet,,,,,,
,3,,,,,"parasol, umbrella",,,,,,
,,,,,,"parchment, vellum",,,,,,
,,,,,,"parenthesis (aside, subpoint)",,,,,,
,,,,,,park a car,,,,,,
,3,,,,,parka,,,,,,
,,,,,,parking ticket,,,,,,
,,,,,,parsec,,,,,,
,,,,,,partial solar eclipse,,,,,,
,,,,,,particle,,,,,,
,,,,,,partner,,,,,,
,,,,,,passive,,,,,,
,,,,,,pasta,,,,,,
,,,,,,pear,,,,,,
,,,,,,pear-shaped,,,,,,
,,,,,,pedestal (plinth),,,,,,
,,,,,,penal colony,,,,,,
,,,,,,pencil,,,,,,
,,,,,,"penmanship, handwriting, caligraphy",,,,,,
,,,,,,"permanent (perrenial, constant)",,,,,,
,,,,,,perpetual,,,,,,
,,,,,,personality,,,,,,
,,,,,,persuasion,,,,,,
,,,,,,petal,,,,,,
,,,,,,pharmacy (apothecary),,,,,,
,,,,,,pharynx,,,,,,
,,,,,,phenotype,,,,,,
,,,,,,pho,,,,,,
,,,,,,phosphate,,,,,,
,,,,,,photogenic,,,,,,
,,,,,,picalo,,,,,,
,,,,,,picture frame,,,,,,
,,,,,,piety,,,,,,
,,,,,,pill,,,,,,
,,,,,,pint,,,,,,
,,,,,,"pioneer (trailblazer, forerunner)",,,,,,
,,,,,,pious,,,,,,
,,,,,,pity (misfortune),,,,,,
,2,,,,,playground,,,,,,
,,,,,,pleasing,,,,,,
,,,,,,plosive (stop),,,,,,
,2,,,,,plus,,,,,,
,2,,,,,poetry,,,,,,
,2,,,,,polar circle,,,,,,
,3,,,,,"polarity, sign",,,,,,
,2,,,,,police car,,,,,,
,2,,,,,political power,,,,,,
,2,,,,,polygamy,,,,,,
,3,,,,,polynymous,,,,,,
,3,,,,,polyphasic sleep,,,,,,
,,,,,,popular,,,,,,
,,,,,,popularity (public opinion),,,,,,
,,,,,,population,,,,,,
,,,,,,populism,,,,,,
,,,,,,populist,,,,,,
,,,,,,"porch (patio, deck)",,,,,,
,,,,,,positive,,,,,,
,,,,,,positive pole,,,,,,
,,,,,,postage stamp,,,,,,
,,,,,,postalveolar,,,,,,
,,,,,,power distribution,,,,,,
,,,,,,power on,,,,,,
,,,,,,power plant,,,,,,
,,,,,,pragmatism,,,,,,
,,,,,,pragmatist,,,,,,
,,,,,,praiseworthy,,,,,,
,,,,,,precipitate,,,,,,
,,,,,,precise (accurate),,,,,,
,,,,,,predict,,,,,,
,,,,,,"prediction (forecast, prognosis)",,,,,,
,,,,,,prejudiced,,,,,,
,,,,,,premise (basic idea),,,,,,
,,,,,,preschool (nursery school),,,,,,
,,,,,,"previously believe, thought st. that now seems false",,,,,,
,,,,,,pride,,,,,,
,,,,,,primarily (in the first place),,,,,,
,,,,,,primary school,,,,,,
,,,,,,principled,,,,,,
,,,,,,privacy (secrecy),,,,,,
,,,,,,private,,,,,,
,,,,,,private school,,,,,,
,,,,,,prize (award),,,,,,
,,,,,,probably (most likely),,,,,,
,,,,,,probing cane,,,,,,
,,,,,,prodigy,,,,,,
,,,,,,product (creation),,,,,,
,,,,,,progressivism,,,,,,
,,,,,,promenade (mall),,,,,,
,,,,,,"promise (pledge, commit)",,,,,,
,,,,,,"promise (pledge, commitment)",,,,,,
,,,,,,"promise (pledge, swear)",,,,,,
,,,,,,"promise (pledge, vow, oath)",,,,,,
,,,,,,pronunciation,,,,,,
,,,,,,"propaganda (advertisement, promotion)",,,,,,
,,,,,,propaganda (advertising),,,,,,
,,,,,,proper noun,,,,,,
,,,,,,proud,,,,,,
,,,,,,"province (prefecture, state, canton, department, county, oblast)",,,,,,
,,,,,,"prune (plum, peach, apricot)",,,,,,
,,,,,,puberty,,,,,,
,,,,,,public,,,,,,
,,,,,,public school,,,,,,
,,,,,,public trial,,,,,,
,,,,,,"publication (publicization, announcement)",,,,,,
,,,,,,publicity (notoriety),,,,,,
,,,,,,publish,,,,,,
,,,,,,pump,,,,,,
,,,,,,push-up (press-up),,,,,,
,,,,,,puzzle,,,,,,
,,,,,,pyrite,,,,,,
,3,,,,,quadcopter,,,,,,
,,,,,,quantum physics,,,,,,
,,,,,,quarantine,,,,,,
,,,,,,quarter moon,,,,,,
,,,,,,"queue, line ",,,,,,
,,,,,,quilt,,,,,,
,,,,,,raccoon,,,,,,
,,,,,,rack,,,,,,
,2,,,,,radioactive,,,,,,
,,,,,,raffle ticket,,,,,,
,,,,,,rag (tattered cloth),,,,,,
,,,,,,"raid, incursion",,,,,,
,,,,,,"raise (parent, rear, foster, adopt)",,,,,,
,,,,,,rarely (occasionally),,,,,,
,,,,,,rationalization,,,,,,
,,,,,,raw (crude),,,,,,
,,,,,,react,,,,,,
,,,,,,reaction,,,,,,
,,,,,,reactionary (reactionist),,,,,,
,,,,,,reactor,,,,,,
,,,,,,reagent,,,,,,
,,,,,,rebel (resister),,,,,,
,,,,,,"recently, lately",,,,,,
,,,,,,receptionist,,,,,,
,,,,,,reconstruct (reverse-engineer),,,,,,
,,,,,,recycle,,,,,,
,,,,,,reduce (turn down),,,,,,
,,,,,,reference (allusion),,,,,,
,,,,,,regent,,,,,,
,,,,,,regionalism,,,,,,
,,,,,,"regret (remorse, disappointment)",,,,,,
,,,,,,regret (repent),,,,,,
,,,,,,"relative, kin, cuosin",,,,,,
,,,,,,relativistic physics,,,,,,
,,,,,,rely,,,,,,
,,,,,,remind people of (be associated with),,,,,,
,,,,,,renew (update),,,,,,
,,,,,,rennovate (refresh),,,,,,
,,,,,,renowned (famous),,,,,,
,,,,,,"reputation (credit, credibility, trust)",,,,,,
,,,,,,request (ask),,,,,,
,2,,,,,"resist, oppose",,,,,,
,,,,,,resonate,,,,,,
,,,,,,respiratory system,,,,,,
,,,,,,reuse,,,,,,
,,,,,,revenge,,,,,,
,,,,,,"reversal, turnabout, revolution",,,,,,逆転
,,,,,,rhetorical question,,,,,,
,,,,,,rib,,,,,,
,,,,,,"right now, at this moment",,,,,,
,,,,,,right of way,,,,,,
,,,,,,rigid (unbending),,,,,,
,,,,,,ripple,,,,,,
,,,,,,"rise, wax, swell",,,,,,
,,,,,,rising tide (flow),,,,,,
,,,,,,riverbed,,,,,,
,,,,,,rock music,,,,,,
,,,,,,"round (fat, plump, rotund)",,,,,,
,,,,,,rowdy,,,,,,
,,,,,,rubber glove,,,,,,
,,,,,,runner,,,,,,
,,,,,,s (-al),,,,,,
,,,,,,S-shape (squiggle),,,,,,
,,,,,,sabotage,,,,,,
,,,,,,safe (vault),,,,,,
,,,,,,sage,,,,,,
,,,,,,saimin,,,,,,
,,,,,,salute,,,,,,
,,,,,,samosa,,,,,,
,,,,,,"sample (demo, trial)",,,,,,
,,,,,,sandstone,,,,,,
,,,,,,sane (mental wellness),,,,,,
,,,,,,savannah,,,,,,
,,,,,,savior (rescuer),,,,,,
,,,,,,scarlet,,,,,,
,,,,,,scary,,,,,,
,,,,,,schadenfreude,,,,,,
,,,,,,"scholarship (arts and sciences, academic pursuits)",,,,,,
,,,,,,school credit,,,,,,
,,,,,,scratch,,,,,,
,,,,,,screwdriver,,,,,,
,,,,,,"script (alphabet, writing system)",,,,,,
,,,,,,"seafaring (sailing, maritime transport)",,,,,,
,,,,,,seal,,,,,,
,,,,,,seastar (starfish),,,,,,
,2,,,,,seconds,,,,,,
,,,,,,sedan,,,,,,
,,,,,,seems like,,,,,,
,,,,,,seismograph,,,,,,
,,,,,,seizure,,,,,,
,,,,,,self defense,,,,,,
,,,,,,self-control (self-restraint),,,,,,
,,,,,,"send, transmit, deliver",,,,,,
,,,,,,serial killer,,,,,,
,,,,,,sewer,,,,,,
,,,,,,shaftment,,,,,,
,,,,,,shark,,,,,,
,,,,,,"sharp, cutting, edged, pointed",,,,,,
,,,,,,sheet metal,,,,,,
,,,,,,"shine (glitter, glow)",,,,,,
,,,,,,shipwreck,,,,,,
,,,,,,shopping cart,,,,,,
,,,,,,"shopping center, shopping mall",,,,,,
,,,,,,shoulder,,,,,,
,,,,,,shrimp (prawn),,,,,,
,,,,,,shut down,,,,,,
,,,,,,"sift (sieve, screen)",,,,,,
,,,,,,"sifter (sieve, screen, filter)",,,,,,
,2,,,,,"sign up, register, subscribe",,,,,,
,,,,,,"significant other (boyfriend, girlfriend)",,,,,,
,,,,,,similar (analogous),,,,,,
,,,,,,simulation,,,,,,
,,,,,,simultaneous (synchronous),,,,,,
,,,,,,siphon,,,,,,
,,,,,,sit-up (curl-up),,,,,,
,,,,,,"sketch (charcoal drawing, graphite drawing)",,,,,,
,,,,,,ski,,,,,,
,,,,,,slander (libel),,,,,,
,,,,,,"slash (bar, solidus, /)",,,,,,
,,,,,,sleeptalk,,,,,,
,,,,,,sleeptalker,,,,,,
,,,,,,sleepwalk,,,,,,
,,,,,,sleepwalker,,,,,,
,,,,,,sleight of hand,,,,,,
,,,,,,slope (ramp),,,,,,
,,,,,,"slow, dead, deadpan",,,,,,
,,,,,,small town,,,,,,
,,,,,,smart (intelligent),,,,,,
,,,,,,"smother (suffocate, asphyxiate, choke)",,,,,,
,,,,,,snowfall,,,,,,
,,,,,,snowflake,,,,,,
,,,,,,snowy,,,,,,
,,,,,,so that (in order to),,,,,,
,,,,,,social liberalism,,,,,,
,,,,,,social media,,,,,,
,,,,,,"soft palate, velum",,,,,,
,,,,,,solar eclipse,,,,,,
,,,,,,solder,,,,,,
,,,,,,solute,,,,,,
,,,,,,solution (answer),,,,,,
,,,,,,"solution, mixture",,,,,,
,,,,,,solve (fix),,,,,,
,,,,,,solvent,,,,,,
,,,,,,"soon, shortly",,,,,,
,,,,,,soprano,,,,,,
,,,,,,soul mate,,,,,,
,,,,,,soundtrack (background music),,,,,,
,,,,,,soured milk (fermented milk),,,,,,
,,,,,,South Asia,,,,,,
,,,,,,south pole (the Antarctic),,,,,,
,,,,,,Southeast Asia,,,,,,
,,,,,,soy sauce,,,,,,
,,,,,,soybean (soya),,,,,,
,,,,,,span (9 inches),,,,,,
,,,,,,sparse,,,,,,
,,,,,,speaker,,,,,,
,,,,,,spearmanship,,,,,,
,,,,,,specification,,,,,,
,,,,,,spectrometer,,,,,,
,,,,,,spectrum,,,,,,
,,,,,,speed of light,,,,,,
,,,,,,spell-check,,,,,,
,,,,,,"sperm, spermatozoon",,,,,,
,,,,,,spill (pour),,,,,,
,,,,,,"spirit (soul, essence, nature)",,,,,,
,,,,,,"spirit medium, spirit channeler",,,,,,
,,,,,,sponsor,,,,,,
,,,,,,"sprain, twist",,,,,,
,,,,,,"spray, sprinkle ",,,,,,
,,,,,,spring,,,,,,
,,,,,,spring tide,,,,,,
,,,,,,squander,,,,,,
,,,,,,squeeze (compress),,,,,,
,,,,,,stab (poke),,,,,,
,,,,,,stable,,,,,,
,,,,,,stage actor,,,,,,
,3,,,,,stage-left,,,,,,
,3,,,,,stage-right,,,,,,
,,,,,,stain,,,,,,
,,,,,,standard of living,,,,,,
,,,,,,standard time,,,,,,
,,,,,,standardized (regularized),,,,,,
,,,,,,startup,,,,,,
,,,,,,starve,,,,,,
,,,,,,steam power (thermal power),,,,,,
,,,,,,steel,,,,,,
,,,,,,step,,,,,,
,,,,,,step by step (gradually),,,,,,
,,,,,,steradian,,,,,,
,,,,,,stethoscope,,,,,,
,,,,,,"sticker (label, decal)",,,,,,
,,,,,,still life,,,,,,
,,,,,,stock market,,,,,,
,,,,,,stomach ache,,,,,,
,,,,,,stone age,,,,,,
,,,,,,stone slab,,,,,,
,,,,,,stonemason,,,,,,
,,,,,,store credit,,,,,,
,,,,,,stove,,,,,,
,,,,,,stress (emotional),,,,,,
,,,,,,strong nuclear force,,,,,,
,,,,,,strong-willed,,,,,,
,,,,,,"study (science, -ology)",,,,,,
,2,,,,,"stuffed, full to the brim",,,,,,
,,,,,,"stylish, stylized",,,,,,
,,,,,,stylus,,,,,,
,,,,,,stylus,,,,,,
,,,,,,subject (class),,,,,,
,,,,,,subjective (relative),,,,,,
,,,,,,submit (present),,,,,,
,,,,,,suicide,,,,,,
,,,,,,"suitable (appropriate, proper)",,,,,,
,,,,,,summer solstice,,,,,,
,,,,,,"sunbeam, sunray",,,,,,
,,,,,,sunburn,,,,,,
,2,,,,,sunglasses,,,,,,
,,,,,,supermarket,,,,,,
,,,,,,superpower (superstate),,,,,,
,,,,,,supposed to,,,,,,
,,,,,,"sure (certain, convinced)",,,,,,
,,,,,,surgeon,,,,,,
,,,,,,surgery,,,,,,
,,,,,,surrealism,,,,,,
,,,,,,suspension of disbelief,,,,,,
,,,,,,"swear word (curse word, bad word)",,,,,,
,,,,,,swim,,,,,,
,,,,,,"switch, flip, toggle",,,,,,
,,,,,,swordsmanship,,,,,,
,,,,,,swordsmith,,,,,,
